token	leaf	recipe	metric	best_before_lqr	best_after_lqr	best_before_pp	best_after_pp	drivor_pp	hist_seed_0	hist_seed_1	hist_seed_1024
42af8e33480d53b3	V-1	-	traffic_light_compliance	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
42af8e33480d53b3	V-1	-	time_to_collision_within_bound	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
42af8e33480d53b3	V-1	-	lane_keeping	1.0	1.0	1.0	1.0	0.9554	1.0	1.0	1.0
42af8e33480d53b3	V-1	-	history_comfort	0.9524	0.9048	0.55	0.55	0.6654	0.9787	0.96	0.9787
42af8e33480d53b3	V-1	-	extended_comfort	0.5714	0.5714	0.2	0.2	0.4387	0.8936	0.68	0.8936
42af8e33480d53b3	V-1	-	ego_progress	0.0718	0.0718	0.0759	0.0759	1.0	0.1598	0.0718	0.1598
42af8e33480d53b3	V-1	-	collision_count	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
42af8e33480d53b3	V-1	-	avg_speed	5.4066	5.3933	5.7008	5.7047	6.2726	5.7834	4.9723	5.7834
58d69daf413c5d5a	C-5	-	DS	31.949	31.949	24.584	30.252	100.0	31.5	25.019	31.5
58d69daf413c5d5a	C-5	-	success	0	0	0	0	1	0	0	0
58d69daf413c5d5a	C-5	-	RC_pct	31.95	31.95	40.97	30.25	100.0	33.66	25.02	33.66
58d69daf413c5d5a	C-5	-	penalty	1.0	1.0	0.6	1.0	1.0	0.935862	1.0	0.935862
58d69daf413c5d5a	C-5	-	termination	off_drivable	off_drivable	contact_at_fault	off_drivable	goal_reached	off_drivable	deadlock	off_drivable
58d69daf413c5d5a	C-5	-	term_frame	111	108	58	123	151	123	122	123
58d69daf413c5d5a	C-5	-	detail	off drivable for 0.5 s through frame 111	off drivable for 0.5 s through frame 108	front with 96f4221cfece50b8	off drivable for 0.5 s through frame 123	goal region entered	off drivable for 0.5 s through frame 123	evaluator ended the episode: deadlock (post-hoc trace read as trace_exhausted)	off drivable for 0.5 s through frame 123
58d69daf413c5d5a	C-5	-	frames	112	109	59	124	152	124	123	124
58d69daf413c5d5a	C-5	-	warmup	20	20	20	20	20	20	20	20
58d69daf413c5d5a	C-5	-	off_route_pct	0.0	0.0	0.0	0.0	0.0	6.414	0.0	6.414
58d69daf413c5d5a	C-5	-	coll_vehicle	0	0	1	0	0	0	0	0
58d69daf413c5d5a	C-5	-	coll_ped	0	0	0	0	0	0	0	0
58d69daf413c5d5a	C-5	-	coll_layout	0	0	0	0	0	0	0	0
58d69daf413c5d5a	C-5	-	red_light	0	0	0	0	0	0	0	0
58d69daf413c5d5a	C-5	-	comfort	1.0	0.75	1.0	0.2	0.1667	0.6	0.8	0.6
58d69daf413c5d5a	C-5	-	route_completion	14.9976	14.9581	18.4271	15.1734	44.3342	20.774	11.5398	20.774
58d69daf413c5d5a	C-5	-	epdms	0.7535	0.717	0.7457	0.6213	0.7763	0.7326	0.8005	0.7326
58d69daf413c5d5a	C-5	-	no_at_fault_collisions	1.0	1.0	0.9744	1.0	1.0	1.0	1.0	1.0
58d69daf413c5d5a	C-5	-	drivable_area_compliance	0.9457	0.9438	1.0	0.9519	1.0	0.9519	1.0	0.9519
58d69daf413c5d5a	C-5	-	driving_direction_compliance	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
58d69daf413c5d5a	C-5	-	traffic_light_compliance	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
58d69daf413c5d5a	C-5	-	time_to_collision_within_bound	1.0	1.0	0.7179	1.0	1.0	1.0	1.0	1.0
58d69daf413c5d5a	C-5	-	lane_keeping	0.7065	0.5281	1.0	0.5769	0.7727	0.9231	1.0	0.9231
58d69daf413c5d5a	C-5	-	history_comfort	0.9891	0.9888	0.7692	0.7404	0.7576	0.9808	1.0	0.9808
58d69daf413c5d5a	C-5	-	extended_comfort	0.8043	0.6966	0.2564	0.25	0.5	0.7212	0.9029	0.7212
58d69daf413c5d5a	C-5	-	ego_progress	0.1969	0.1969	0.3023	0.177	1.0	0.2168	0.1158	0.2168
58d69daf413c5d5a	C-5	-	collision_count	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
58d69daf413c5d5a	C-5	-	avg_speed	1.3757	1.41	3.1928	1.2568	2.9437	1.7084	0.9716	1.7084
5ac972b34e2e5614	C-8	-	DS	63.764	63.764	100.0	100.0	100.0	100.0	100.0	100.0
5ac972b34e2e5614	C-8	-	success	0	0	1	1	1	1	1	1
5ac972b34e2e5614	C-8	-	RC_pct	63.76	63.76	100.0	100.0	100.0	100.0	100.0	100.0
5ac972b34e2e5614	C-8	-	penalty	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
5ac972b34e2e5614	C-8	-	termination	deadlock	deadlock	goal_reached	goal_reached	goal_reached	goal_reached	goal_reached	goal_reached
5ac972b34e2e5614	C-8	-	term_frame	308	283	150	133	169	152	141	152
5ac972b34e2e5614	C-8	-	detail	< 0.1 m/s for 5 s	evaluator ended the episode: deadlock (post-hoc trace read as trace_exhausted)	goal region entered	goal region entered	goal region entered	goal region entered	goal region entered	goal region entered
5ac972b34e2e5614	C-8	-	frames	309	284	151	134	170	153	142	153
5ac972b34e2e5614	C-8	-	warmup	20	20	20	20	20	20	20	20
5ac972b34e2e5614	C-8	-	off_route_pct	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5ac972b34e2e5614	C-8	-	coll_vehicle	0	0	0	0	0	0	0	0
5ac972b34e2e5614	C-8	-	coll_ped	0	0	0	0	0	0	0	0
5ac972b34e2e5614	C-8	-	coll_layout	0	0	0	0	0	0	0	0
5ac972b34e2e5614	C-8	-	red_light	0	0	0	0	0	0	0	0
5ac972b34e2e5614	C-8	-	comfort	1.0	1.0	0.1667	0.4	0.0	1.0	1.0	1.0
5ac972b34e2e5614	C-8	-	route_completion	25.9327	25.8248	38.9593	38.918	38.9112	38.7638	38.8054	38.7638
5ac972b34e2e5614	C-8	-	epdms	0.8124	0.8197	0.8237	0.8104	0.7935	0.8968	0.9138	0.8968
5ac972b34e2e5614	C-8	-	no_at_fault_collisions	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
5ac972b34e2e5614	C-8	-	drivable_area_compliance	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
5ac972b34e2e5614	C-8	-	driving_direction_compliance	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
5ac972b34e2e5614	C-8	-	traffic_light_compliance	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
5ac972b34e2e5614	C-8	-	time_to_collision_within_bound	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
5ac972b34e2e5614	C-8	-	lane_keeping	0.1938	0.2083	0.5267	0.5789	0.54	0.5263	0.6721	0.5263
5ac972b34e2e5614	C-8	-	history_comfort	1.0	1.0	0.7252	0.7281	0.7267	0.985	1.0	0.985
5ac972b34e2e5614	C-8	-	extended_comfort	0.8616	0.8447	0.3893	0.2368	0.1667	0.6992	0.6721	0.6992
5ac972b34e2e5614	C-8	-	ego_progress	0.5381	0.5381	1.0	1.0	1.0	1.0	1.0	1.0
5ac972b34e2e5614	C-8	-	collision_count	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5ac972b34e2e5614	C-8	-	avg_speed	0.8552	0.9267	2.6127	2.9411	2.3179	2.5658	2.7675	2.5658
63c145828c3b5fd8	V-10	V-10	DS	73.594	69.867	100.0	100.0	100.0	23.3	100.0	23.3
63c145828c3b5fd8	V-10	V-10	success	0	0	1	1	1	0	1	0
63c145828c3b5fd8	V-10	V-10	RC_pct	74.02	70.1	100.0	100.0	100.0	23.3	100.0	23.3
63c145828c3b5fd8	V-10	V-10	penalty	0.994213	0.996664	1.0	1.0	1.0	1.0	1.0	1.0
63c145828c3b5fd8	V-10	V-10	termination	off_drivable	off_drivable	goal_reached	goal_reached	goal_reached	contact_not_at_fault	goal_reached	contact_not_at_fault
63c145828c3b5fd8	V-10	V-10	term_frame	90	104	69	67	67	25	70	25
63c145828c3b5fd8	V-10	V-10	detail	off drivable for 0.5 s through frame 90	off drivable for 0.5 s through frame 104	goal region entered	goal region entered	goal region entered	rear_end with navsafe_mainline_vehicle	goal region entered	rear_end with navsafe_mainline_vehicle
63c145828c3b5fd8	V-10	V-10	frames	91	105	70	68	68	26	71	26
63c145828c3b5fd8	V-10	V-10	warmup	8	8	8	8	8	8	8	8
63c145828c3b5fd8	V-10	V-10	off_route_pct	0.579	0.334	0.0	0.0	0.0	0.0	0.0	0.0
63c145828c3b5fd8	V-10	V-10	coll_vehicle	0	0	0	0	0	0	0	0
63c145828c3b5fd8	V-10	V-10	coll_ped	0	0	0	0	0	0	0	0
63c145828c3b5fd8	V-10	V-10	coll_layout	0	0	0	0	0	0	0	0
63c145828c3b5fd8	V-10	V-10	red_light	0	0	0	0	0	0	0	0
63c145828c3b5fd8	V-10	V-10	comfort	1.0	1.0	0.3333	0.3333	0.0	1.0	1.0	1.0
63c145828c3b5fd8	V-10	V-10	route_completion	18.8407	18.0211	22.3677	22.3556	22.3677	5.4133	22.5692	5.4133
63c145828c3b5fd8	V-10	V-10	epdms	0.8501	0.8392	0.8185	0.8187	0.8479	0.9514	0.9246	0.9514
63c145828c3b5fd8	V-10	V-10	no_at_fault_collisions	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
63c145828c3b5fd8	V-10	V-10	drivable_area_compliance	0.9398	0.9485	1.0	1.0	1.0	1.0	1.0	1.0
63c145828c3b5fd8	V-10	V-10	driving_direction_compliance	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
63c145828c3b5fd8	V-10	V-10	traffic_light_compliance	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
63c145828c3b5fd8	V-10	V-10	time_to_collision_within_bound	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
63c145828c3b5fd8	V-10	V-10	lane_keeping	0.6627	0.6907	0.5968	0.6167	0.6	1.0	0.6984	1.0
63c145828c3b5fd8	V-10	V-10	history_comfort	1.0	1.0	0.7581	0.75	0.7	0.9444	1.0	0.9444
63c145828c3b5fd8	V-10	V-10	extended_comfort	0.6867	0.701	0.1935	0.1833	0.4833	0.6667	0.6984	0.6667
63c145828c3b5fd8	V-10	V-10	ego_progress	0.7243	0.6837	1.0	1.0	1.0	0.1985	1.0	0.1985
63c145828c3b5fd8	V-10	V-10	collision_count	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
63c145828c3b5fd8	V-10	V-10	avg_speed	2.0757	1.7209	3.2022	3.2946	3.2964	2.1005	3.1855	2.1005
6704953640e55b83	C-9	-	DS	13.745	13.784	100.0	100.0	100.0	100.0	100.0	100.0
6704953640e55b83	C-9	-	success	0	0	1	1	1	1	1	1
6704953640e55b83	C-9	-	RC_pct	13.8	13.8	100.0	100.0	100.0	100.0	100.0	100.0
6704953640e55b83	C-9	-	penalty	0.996367	0.99921	1.0	1.0	1.0	1.0	1.0	1.0
6704953640e55b83	C-9	-	termination	off_drivable	off_drivable	goal_reached	goal_reached	goal_reached	goal_reached	goal_reached	goal_reached
6704953640e55b83	C-9	-	term_frame	68	70	227	213	228	267	267	267
6704953640e55b83	C-9	-	detail	off drivable for 0.5 s through frame 68	off drivable for 0.5 s through frame 70	goal region entered	goal region entered	goal region entered	goal region entered	goal region entered	goal region entered
6704953640e55b83	C-9	-	frames	69	71	228	214	229	268	268	268
6704953640e55b83	C-9	-	warmup	20	20	20	20	20	20	20	20
6704953640e55b83	C-9	-	off_route_pct	0.363	0.079	0.0	0.0	0.0	0.0	0.0	0.0
6704953640e55b83	C-9	-	coll_vehicle	0	0	0	0	0	0	0	0
6704953640e55b83	C-9	-	coll_ped	0	0	0	0	0	0	0	0
6704953640e55b83	C-9	-	coll_layout	0	0	0	0	0	0	0	0
6704953640e55b83	C-9	-	red_light	0	0	0	0	0	0	0	0
6704953640e55b83	C-9	-	comfort	0.5	0.5	0.0	0.0	0.1	0.9167	0.9167	0.9167
6704953640e55b83	C-9	-	route_completion	15.3772	15.2898	102.224	101.8883	100.8837	102.0274	102.0274	102.0274
6704953640e55b83	C-9	-	epdms	0.7265	0.7504	0.7552	0.7627	0.8083	0.8278	0.8278	0.8278
6704953640e55b83	C-9	-	no_at_fault_collisions	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
6704953640e55b83	C-9	-	drivable_area_compliance	0.898	0.902	1.0	1.0	1.0	1.0	1.0	1.0
6704953640e55b83	C-9	-	driving_direction_compliance	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
6704953640e55b83	C-9	-	traffic_light_compliance	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
6704953640e55b83	C-9	-	time_to_collision_within_bound	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
6704953640e55b83	C-9	-	lane_keeping	0.7755	0.9412	0.6442	0.6856	0.7656	0.6613	0.6613	0.6613
6704953640e55b83	C-9	-	history_comfort	0.9592	0.9608	0.6779	0.6598	0.689	0.9677	0.9677	0.9677
6704953640e55b83	C-9	-	extended_comfort	0.5918	0.6275	0.226	0.2474	0.4019	0.6815	0.6815	0.6815
6704953640e55b83	C-9	-	ego_progress	0.0931	0.0931	1.0	1.0	1.0	1.0	1.0	1.0
6704953640e55b83	C-9	-	collision_count	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6704953640e55b83	C-9	-	avg_speed	2.2434	2.1679	4.488	4.7659	4.4099	3.8108	3.8108	3.8108
6fc91bf02f225d1b	I-1	-	DS	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
6fc91bf02f225d1b	I-1	-	success	1	1	1	1	1	1	1	1
6fc91bf02f225d1b	I-1	-	RC_pct	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
6fc91bf02f225d1b	I-1	-	penalty	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
6fc91bf02f225d1b	I-1	-	termination	goal_reached	goal_reached	goal_reached	goal_reached	goal_reached	goal_reached	goal_reached	goal_reached
6fc91bf02f225d1b	I-1	-	term_frame	541	558	480	481	606	551	551	551
6fc91bf02f225d1b	I-1	-	detail	goal region entered	goal region entered	goal region entered	goal region entered	goal region entered	goal region entered	goal region entered	goal region entered
6fc91bf02f225d1b	I-1	-	frames	542	559	481	482	607	552	552	552
6fc91bf02f225d1b	I-1	-	warmup	20	20	20	20	20	20	20	20
6fc91bf02f225d1b	I-1	-	off_route_pct	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6fc91bf02f225d1b	I-1	-	coll_vehicle	0	0	0	0	0	0	0	0
6fc91bf02f225d1b	I-1	-	coll_ped	0	0	0	0	0	0	0	0
6fc91bf02f225d1b	I-1	-	coll_layout	0	0	0	0	0	0	0	0
6fc91bf02f225d1b	I-1	-	red_light	0	0	0	0	0	0	0	0
6fc91bf02f225d1b	I-1	-	comfort	0.9615	0.9615	0.2609	0.3478	0.0	0.9231	0.9231	0.9231
6fc91bf02f225d1b	I-1	-	route_completion	186.4392	186.5558	186.5583	186.7222	186.4111	186.6016	186.6016	186.6016
6fc91bf02f225d1b	I-1	-	epdms	0.7582	0.7552	0.6838	0.7274	0.7647	0.8415	0.8415	0.8415
6fc91bf02f225d1b	I-1	-	no_at_fault_collisions	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
6fc91bf02f225d1b	I-1	-	drivable_area_compliance	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
6fc91bf02f225d1b	I-1	-	driving_direction_compliance	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
6fc91bf02f225d1b	I-1	-	traffic_light_compliance	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
6fc91bf02f225d1b	I-1	-	time_to_collision_within_bound	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
6fc91bf02f225d1b	I-1	-	lane_keeping	0.1571	0.1521	0.141	0.4481	1.0	0.8064	0.8064	0.8064
6fc91bf02f225d1b	I-1	-	history_comfort	0.9866	0.987	0.7072	0.7186	0.6934	0.985	0.985	0.985
6fc91bf02f225d1b	I-1	-	extended_comfort	0.6801	0.6586	0.3037	0.3182	0.2351	0.7049	0.7049	0.7049
6fc91bf02f225d1b	I-1	-	ego_progress	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
6fc91bf02f225d1b	I-1	-	collision_count	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6fc91bf02f225d1b	I-1	-	avg_speed	3.44	3.3375	3.8788	3.8741	3.0712	3.3806	3.3806	3.3806
84acc78da95f56d3	I-3	I-3	DS	13.869	13.869	13.869	23.115	13.869	14.411	14.411	14.411
84acc78da95f56d3	I-3	I-3	success	0	0	0	0	0	0	0	0
84acc78da95f56d3	I-3	I-3	RC_pct	23.11	23.11	23.11	23.11	23.11	24.02	24.02	24.02
84acc78da95f56d3	I-3	I-3	penalty	0.6	0.6	0.6	1.0	0.6	0.6	0.6	0.6
84acc78da95f56d3	I-3	I-3	termination	contact_at_fault	contact_at_fault	contact_at_fault	contact_not_at_fault	contact_at_fault	contact_at_fault	contact_at_fault	contact_at_fault
84acc78da95f56d3	I-3	I-3	term_frame	65	48	167	168	69	38	34	38
84acc78da95f56d3	I-3	I-3	detail	front with navsafe_blocker_1	front with navsafe_blocker_1	front with navsafe_blocker_1	front with navsafe_blocker_1	front with navsafe_blocker_1	front with navsafe_blocker_1	front with navsafe_blocker_1	front with navsafe_blocker_1
84acc78da95f56d3	I-3	I-3	frames	66	49	168	169	70	39	35	39
84acc78da95f56d3	I-3	I-3	warmup	8	8	8	8	8	8	8	8
84acc78da95f56d3	I-3	I-3	off_route_pct	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
84acc78da95f56d3	I-3	I-3	coll_vehicle	1	1	1	0	1	1	1	1
84acc78da95f56d3	I-3	I-3	coll_ped	0	0	0	0	0	0	0	0
84acc78da95f56d3	I-3	I-3	coll_layout	0	0	0	0	0	0	0	0
84acc78da95f56d3	I-3	I-3	red_light	0	0	0	0	0	0	0	0
84acc78da95f56d3	I-3	I-3	comfort	0.5	0.0	0.25	0.25	0.0	0.0	1.0	0.0
84acc78da95f56d3	I-3	I-3	route_completion	24.5788	24.6072	24.7852	25.1516	24.9689	25.2706	25.389	25.2706
84acc78da95f56d3	I-3	I-3	epdms	0.7294	0.6591	0.659	0.6431	0.5698	0.6785	0.6881	0.6785
84acc78da95f56d3	I-3	I-3	no_at_fault_collisions	0.9828	0.9756	0.9938	0.9938	0.9839	0.9677	0.963	0.9677
84acc78da95f56d3	I-3	I-3	drivable_area_compliance	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
84acc78da95f56d3	I-3	I-3	driving_direction_compliance	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
84acc78da95f56d3	I-3	I-3	traffic_light_compliance	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
84acc78da95f56d3	I-3	I-3	time_to_collision_within_bound	0.7759	0.561	0.9313	0.9317	0.7419	0.4194	0.4444	0.4194
84acc78da95f56d3	I-3	I-3	lane_keeping	1.0	1.0	1.0	0.9379	0.8065	1.0	1.0	1.0
84acc78da95f56d3	I-3	I-3	history_comfort	0.8448	0.7561	0.7438	0.7329	0.4194	0.9032	0.8889	0.9032
84acc78da95f56d3	I-3	I-3	extended_comfort	0.7759	0.5854	0.4813	0.441	0.2903	0.6129	0.5556	0.6129
84acc78da95f56d3	I-3	I-3	ego_progress	0.1584	0.1584	0.1584	0.1584	0.1584	0.1681	0.1681	0.1681
84acc78da95f56d3	I-3	I-3	collision_count	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
84acc78da95f56d3	I-3	I-3	avg_speed	3.8874	5.2418	1.5395	1.552	3.721	6.756	7.562	6.756
8661a7e9b4a95042	V-6	-	DS	70.0	70.0	70.0	70.0	45.962	70.0	70.0	70.0
8661a7e9b4a95042	V-6	-	success	0	0	0	0	0	0	0	0
8661a7e9b4a95042	V-6	-	RC_pct	100.0	100.0	100.0	100.0	78.15	100.0	100.0	100.0
8661a7e9b4a95042	V-6	-	penalty	0.7	0.7	0.7	0.7	0.588099	0.7	0.7	0.7
8661a7e9b4a95042	V-6	-	termination	goal_reached	goal_reached	goal_reached	goal_reached	contact_at_fault	goal_reached	goal_reached	goal_reached
8661a7e9b4a95042	V-6	-	term_frame	231	232	226	228	333	261	261	261
8661a7e9b4a95042	V-6	-	detail	goal region entered	goal region entered	goal region entered	goal region entered	front with c9d6e4b437805954	goal region entered	goal region entered	goal region entered
8661a7e9b4a95042	V-6	-	frames	232	233	227	229	334	262	262	262
8661a7e9b4a95042	V-6	-	warmup	20	20	20	20	20	20	20	20
8661a7e9b4a95042	V-6	-	off_route_pct	0.0	0.0	0.0	0.0	1.984	0.0	0.0	0.0
8661a7e9b4a95042	V-6	-	coll_vehicle	0	0	0	0	1	0	0	0
8661a7e9b4a95042	V-6	-	coll_ped	0	0	0	0	0	0	0	0
8661a7e9b4a95042	V-6	-	coll_layout	0	0	0	0	0	0	0	0
8661a7e9b4a95042	V-6	-	red_light	1	1	1	1	0	1	1	1
8661a7e9b4a95042	V-6	-	comfort	1.0	1.0	0.5	0.4	0.0	0.9167	0.9167	0.9167
8661a7e9b4a95042	V-6	-	route_completion	120.2532	120.7429	120.7019	120.5849	97.1248	120.7284	120.7284	120.7284
8661a7e9b4a95042	V-6	-	epdms	0.925	0.9275	0.8568	0.855	0.734	0.8903	0.8903	0.8903
8661a7e9b4a95042	V-6	-	no_at_fault_collisions	1.0	1.0	1.0	1.0	0.9968	1.0	1.0	1.0
8661a7e9b4a95042	V-6	-	drivable_area_compliance	1.0	1.0	1.0	1.0	0.9841	1.0	1.0	1.0
8661a7e9b4a95042	V-6	-	driving_direction_compliance	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
8661a7e9b4a95042	V-6	-	traffic_light_compliance	0.9953	0.9953	0.9952	0.9952	1.0	0.9959	0.9959	0.9959
8661a7e9b4a95042	V-6	-	time_to_collision_within_bound	1.0	1.0	1.0	1.0	0.9172	1.0	1.0	1.0
8661a7e9b4a95042	V-6	-	lane_keeping	0.9387	0.9718	0.971	0.9713	0.7389	0.8554	0.8554	0.8554
8661a7e9b4a95042	V-6	-	history_comfort	0.9953	0.9953	0.7343	0.7464	0.6529	0.9793	0.9793	0.9793
8661a7e9b4a95042	V-6	-	extended_comfort	0.7217	0.7042	0.3382	0.3349	0.4268	0.6364	0.6364	0.6364
8661a7e9b4a95042	V-6	-	ego_progress	1.0	1.0	1.0	1.0	0.7784	1.0	1.0	1.0
8661a7e9b4a95042	V-6	-	collision_count	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
8661a7e9b4a95042	V-6	-	avg_speed	5.1857	5.1845	5.3197	5.2682	2.9096	4.6101	4.6101	4.6101
97dcc120f4695080	V-7	-	DS	100.0	100.0	100.0	100.0	24.641	100.0	100.0	100.0
97dcc120f4695080	V-7	-	success	1	1	1	1	0	1	1	1
97dcc120f4695080	V-7	-	RC_pct	100.0	100.0	100.0	100.0	27.49	100.0	100.0	100.0
97dcc120f4695080	V-7	-	penalty	1.0	1.0	1.0	1.0	0.89629	1.0	1.0	1.0
97dcc120f4695080	V-7	-	termination	goal_reached	goal_reached	goal_reached	goal_reached	off_drivable	goal_reached	goal_reached	goal_reached
97dcc120f4695080	V-7	-	term_frame	196	186	191	206	65	252	255	252
97dcc120f4695080	V-7	-	detail	goal region entered	goal region entered	goal region entered	goal region entered	off drivable for 0.5 s through frame 65	goal region entered	goal region entered	goal region entered
97dcc120f4695080	V-7	-	frames	197	187	192	207	66	253	256	253
97dcc120f4695080	V-7	-	warmup	20	20	20	20	20	20	20	20
97dcc120f4695080	V-7	-	off_route_pct	0.0	0.0	0.0	0.0	10.371	0.0	0.0	0.0
97dcc120f4695080	V-7	-	coll_vehicle	0	0	0	0	0	0	0	0
97dcc120f4695080	V-7	-	coll_ped	0	0	0	0	0	0	0	0
97dcc120f4695080	V-7	-	coll_layout	0	0	0	0	0	0	0	0
97dcc120f4695080	V-7	-	red_light	0	0	0	0	0	0	0	0
97dcc120f4695080	V-7	-	comfort	0.875	0.875	0.125	0.2222	0.0	0.6364	0.8182	0.6364
97dcc120f4695080	V-7	-	route_completion	131.383	131.3084	131.2773	131.334	36.2369	131.2733	131.6669	131.2733
97dcc120f4695080	V-7	-	epdms	0.8184	0.8178	0.7416	0.7362	0.6589	0.7693	0.7763	0.7693
97dcc120f4695080	V-7	-	no_at_fault_collisions	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
97dcc120f4695080	V-7	-	drivable_area_compliance	1.0	1.0	1.0	1.0	0.8913	1.0	1.0	1.0
97dcc120f4695080	V-7	-	driving_direction_compliance	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
97dcc120f4695080	V-7	-	traffic_light_compliance	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
97dcc120f4695080	V-7	-	time_to_collision_within_bound	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
97dcc120f4695080	V-7	-	lane_keeping	0.6271	0.6587	0.7965	0.8021	1.0	0.2876	0.2924	0.2876
97dcc120f4695080	V-7	-	history_comfort	0.9661	0.9701	0.6686	0.6203	0.4565	0.9442	0.9449	0.9442
97dcc120f4695080	V-7	-	extended_comfort	0.6836	0.6766	0.2558	0.2246	0.4783	0.6352	0.6525	0.6352
97dcc120f4695080	V-7	-	ego_progress	1.0	1.0	1.0	1.0	0.1454	1.0	1.0	1.0
97dcc120f4695080	V-7	-	collision_count	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
97dcc120f4695080	V-7	-	avg_speed	6.7204	7.0758	6.8899	6.3934	5.6433	5.2285	5.1826	5.2285
c41f71c68ad45f21	V-3	-	DS	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
c41f71c68ad45f21	V-3	-	success	1	1	1	1	1	1	1	1
c41f71c68ad45f21	V-3	-	RC_pct	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
c41f71c68ad45f21	V-3	-	penalty	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
c41f71c68ad45f21	V-3	-	termination	goal_reached	goal_reached	goal_reached	goal_reached	goal_reached	goal_reached	goal_reached	goal_reached
c41f71c68ad45f21	V-3	-	term_frame	190	197	186	159	197	222	216	222
c41f71c68ad45f21	V-3	-	detail	goal region entered	goal region entered	goal region entered	goal region entered	goal region entered	goal region entered	goal region entered	goal region entered
c41f71c68ad45f21	V-3	-	frames	191	198	187	160	198	223	217	223
c41f71c68ad45f21	V-3	-	warmup	20	20	20	20	20	20	20	20
c41f71c68ad45f21	V-3	-	off_route_pct	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
c41f71c68ad45f21	V-3	-	coll_vehicle	0	0	0	0	0	0	0	0
c41f71c68ad45f21	V-3	-	coll_ped	0	0	0	0	0	0	0	0
c41f71c68ad45f21	V-3	-	coll_layout	0	0	0	0	0	0	0	0
c41f71c68ad45f21	V-3	-	red_light	0	0	0	0	0	0	0	0
c41f71c68ad45f21	V-3	-	comfort	0.875	1.0	0.125	0.1429	0.0	0.9	1.0	0.9
c41f71c68ad45f21	V-3	-	route_completion	77.6377	77.9633	77.7816	77.9685	77.9306	77.705	77.7413	77.705
c41f71c68ad45f21	V-3	-	epdms	0.9052	0.8831	0.8314	0.8513	0.8136	0.9188	0.8691	0.9188
c41f71c68ad45f21	V-3	-	no_at_fault_collisions	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
c41f71c68ad45f21	V-3	-	drivable_area_compliance	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
